task_id	status	error	stage_score_pct	stage_success_rate	goal_success_rate	video_dir	duration_sec
16	completed		100.0	1.0000	1.0000	/data/user/zzhang510/hlei573_borrow_outputs/task16_official_d9f83ac_smoke_20260725_005450/videos/task16	420.95
